video_id,channel_id,channel_name,published_date,video_title,video_description,likes,views,comment_count,category,subscribers,duration
NHcT_aM4GPo,UCsSkCBIqzIpWGbGOKgrZ90w,Pii Music,2021-05-26 04:41:58+00:00,Đường Tôi Chở Em Về Lofi Chill || Mới Chỉ Nhìn Em Khóc Tôi Bỗng Chợt Nhận Ra Đã Yêu Em Rồi ~ Pii,"PII MUSIC: Mới Chỉ Nhìn Em Khóc Tôi Bỗng Chợt Nhận Ra Đã Yêu Em Rồi | Đường Tôi Chở Em Về「Lo -Fi Ver by Whisky」
-------------------------------------------------
Follow buitruonglinh:
→ https://www.facebook.com/buitruonglinhhh
MV Offical: https://www.youtube.com/watch?v=OuNo8Tkb3lI

✖ Lofi by Whisky:
https://www.facebook.com/whiskyproducer

------------
✖ Photo Hoài Thanh :
https://www.facebook.com/ThanhHoai.pth94

✖ Mod Tâm Nhi x Tiến Hải
https://www.facebook.com/profile.php?id=100043634423341
https://www.facebook.com/nguyen.tienhai09012003

Xe đạp lách cách tôi vẫn chưa quen
Đường thì tối chơi vơi còn tôi vẫn đứng đợi
Em nhẹ bước đến mi đã thôi hoen
Trời trở gió heo may vì tôi đã lỡ yêu em
Cũng may đường về nhà em quá xa
Tôi mới được trông ngóng em buông lời hát
Nhớ thương ngại ngùng nhìn em thoáng qua
Hạ ơi đứng trôi mãi, mặc kệ em với tôi đi về
Mới chỉ nhìn em khóc
Tôi bỗng chợt nhận ra đã yêu em rồi
Sáng trong cho mây ngừng trôi
Rọi ánh mắt em trong lòng tôi
Ngập ngừng chưa nói
Mai sau để cho anh ngóng em đi về
Khoảnh khắc tôi chưa nên câu
Hàng mi ướt run run buông dài theo cơn gió
Vén nhẹ tà áo
Trên con đường tôi đi với em
Dù phía trước có mưa rào
Trên đường hai ta sẽ qua
Chỉ muốn em dành tặng cho tôi
Những ngây thơ đầu
Được dỗ dành em khi em buồn
Đứng chờ em đưa em về từng ngày
Đường này là đường cho tôi chở em mãi thôi không dừng
Đường tôi đi cùng em mãi thôi không ngừng
Chợt hiện lên dòng suy nghĩ tôi chưa từng
Kể em nghe lời yêu biết đâu, thôi đừng
Đợi chờ em như chờ ánh nắng lên
Chờ cho lại nghe tiếng con tim thổn thức
Nhẹ nhàng hương hoa gần đến sát bên
Nhẹ theo chiều phai gió dựa vai tôi mỗi khi về
Mới chỉ nhìn em khóc
Tôi bỗng chợt nhận ra đã yêu em rồi
Sáng trong cho mây ngừng trôi
Rọi ánh mắt em trong lòng tôi
Ngập ngừng chưa nói
Mai sau để cho anh ngóng em đi về
Khoảnh khắc tôi chưa nên câu
Hoa cứ ngát hương em đêm hè dòng sông
Khẽ vén nhẹ tà áo
Trên con đường tôi đi với em
Dù phía trước có mưa rào
Trên đường hai ta sẽ qua
Chỉ muốn em dành tặng cho tôi
Những ngây thơ đầu
Được dỗ dành em khi em buồn
Đứng chờ em nơi em về
Sẽ chẳng cần lên tiếng
Tâm tư này để tôi cất riêng cho mình
Rồi vẫn đạp xe như bao ngày
Hạ vẫn dần trôi
Nhớ thương em
Tôi đưa em về
Bầu trời sao sáng lên
Rọi ánh mắt em trong lòng tôi
Nhớ thương em
Lỡ mai sau này
Mình chẳng thể mãi đón đưa
Lại cứ thế ngóng trông
Đường này là đường cho tôi chở em mãi thôi không dừng
Đường tôi đi cùng em mãi thôi không ngừng
Chợt hiện lên dòng suy nghĩ tôi chưa từng
Kể em nghe lời yêu biết đâu, thôi đừng
Đường này là đường cho tôi chở em mãi thôi không dừng
Đường tôi đi cùng em mãi thôi không ngừng
Chợt hiện lên dòng suy nghĩ tôi chưa từng
Kể em nghe lời yêu biết đâu, thôi đừng.

► Theo dõi fanpage Facebook: https://www.facebook.com/OrinnMusic/​
► Website: https://orinn.net
► LH Vấn Đề Bản Quyền: contact@orinn.net

© Bản quyền ca khúc thuộc về Orinn / DAO Music
© Copyright by Orinn / DAO Music ☞ Do not Reup

✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: contact@orinn.net",0,4887512,758,10,482000,296
vcE43rzpiPs,UC5xi7kLHCZE6Osk5hPA2lHQ,RIN Music,2022-01-09 09:00:12+00:00,Hoàng Hôn Chỉ Xuất Hiện Lúc Xế Chiều | Vẫn Chưa Có Anh (RIN Music Remix) - Kiều Phạm,"Hoàng Hôn Chỉ Xuất Hiện Lúc Xế Chiều Còn Em Cạnh Anh Để Được Yêu Chiều | Vẫn Chưa Có Anh (RIN Music Remix) - Kiều Phạm

#vanchuacoanh #kieupham #rinmusic

➨ Đăng ký kênh: https://www.youtube.com/channel/UC5xi7kLHCZE6Osk5hPA2lHQ?sub_confirmation=1
➨ Website: https://rinmedia.net
➨ Fanpage: https://fb.com/rinmediamusic
➨ TikTok: https://www.tiktok.com/@rinmediamusic

► Singer: Kiều Phạm
► Composer: LUNY Vũ Duy Anh
► Link MV: https://youtu.be/gTRrC1HeJqs
► Audio Mp3: https://zingmp3.vn/album/Van-Chua-Co-Anh-Single-Kieu-Pham/69F97AWW.html
► Spotify: https://open.spotify.com/album/6SdbTmMZMN6ejyboCV3wYP
► itunes: https://music.apple.com/vn/album/v%E1%BA%ABn-ch%C6%B0a-c%C3%B3-anh/1603227956?i=1603227959
------------------------------------------
✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: contact@rinmedia.net

© Bản quyền video thuộc về RIN Music
© Copyright by RIN Music - Mee Music  ☞ Do not Reup

Lyric:
Trời trong xanh, mặt nước long lanh...
Mà sao tim anh vẫn chưa có em ?
Người ta thương nói hoa thơm thường mọc ở trên đồi...
Mà người thương em sao thấy xa xôi...
Đường tình trăm lối nhưng đâu biết lối vào...
Hàng vạn ngồi sao, nhưng chỉ để ước ao...
Chẳng hiểu vì sao yêu anh lại khó đến vậy...
Giờ phải làm sao để có anh đây...
[Pre Chous:]
Hoàng hôn chỉ xuất hiện lúc sế chiều..
Còn em cạnh anh để được yêu chiều...
Dành hết thời gian để được bên anh...
Bầu trời trên cao thì vẫn xanh,
Còn em vẫn thiếu anh...
Chỉ mong bên anh, nắm tay một lần...
Nào thì đưa tay đây mình cùng dựng xây,
Giống như gió với mây...
Ngần ngại chi đâu anh, cứ đến bên em..
Yêu thử một lần xem...
Chẳng sợ ngoài kia trời tối đen...
Chỉ cần trong tim anh có em..
Em sẽ mãi hướng về phía anh.. Yêu Anh !",0,120820,30,10,593000,249
pLFTqSDOcfI,UC5xi7kLHCZE6Osk5hPA2lHQ,RIN Music,2023-03-25 12:04:58+00:00,Ảo Ảnh (RIN Music Remix) - Linh Hương Luz | So Calm Down Mộng Mị Này Chỉ Là Quá Khứ Remix,"Ảo Ảnh (RIN Music Remix) - Linh Hương Luz | So Calm Down Mộng Mị Này Chỉ Là Quá Khứ Remix

#LinhHuongLuz #AoAnh #rinmusic 

➨ Đăng ký kênh: https://www.youtube.com/channel/UC5xi7kLHCZE6Osk5hPA2lHQ?sub_confirmation=1
➨ Website: https://rinmedia.net
➨ Fanpage: https://fb.com/rinmediamusic
➨ TikTok: https://www.tiktok.com/@rinmediamusic

► Lời Việt: Thiên Tú
► Singer: Linh Hương Luz
► Link MV: https://youtu.be/XMuQ_ZQRGLk
► Audio: https://zingmp3.vn/album/Ao-Anh-Single-Linh-Huong-Luz/6AFEWA07.html

▶️ More information about in Linh Hương Luz:
► Facebook: https://www.facebook.com/linhhuongluz
► Instagram: https://www.instagram.com/linhhuongluz/
► Fanpage: https://www.facebook.com/linhhuong202/
► TikTok: https://www.tiktok.com/@linhhuongluz
------------------------------------------
✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: contact@rinmedia.net

© Bản quyền video thuộc về RIN Music
© Copyright by RIN Media - Mee Media  ☞ Do not Reup

Lyrics:
Phải chi trăng trên cao bầu bạn với tôi
Khi cô đơn trăng luôn cạnh bên mỗi tối
Thì bao nhiêu đau thương chỉ thoáng qua
Đừng sợ
Nhìn ngôi sao lung linh tựa tình chúng ta
Bao ngôi sao trên cao là bao nước mắt
Vụt bay như sao băng tình đã xa
Biến mất như chưa từng

Tình yêu kia anh trao cho tôi
Chỉ toàn dối trá mang sai lầm
Đến phút cuối đã quá trễ để thấy được
Đành buông tay cho bao yêu thương
Cùng với gió cuốn bay xa rời
Nay còn riêng mình ta với đời

So calm down
Mộng mị này chỉ là quá khứ
Dư âm xưa thôi mà
Bao lâu nay ta say trong mộng
Đoạn đường này một mình
Một mình bước tiếp
Sẽ không sao, không sao mà
Yêu thêm chi con tim đớn đau

Tiếc chi người duyên đã lỡ
Tiếc được gì đâu
Vứt hết tất cả tháng năm
Đắm say mặn nồng
Vết thương lòng
Em luôn mang theo mãi thôi
Nhắc em nếu có yêu chớ yêu vội vàng

Tình yêu kia anh trao cho tôi
Chỉ toàn dối trá mang sai lầm
Đến phút cuối đã quá trễ để thấy được
Đành buông tay cho bao yêu thương
Cùng với gió cuốn bay xa rời
Nay còn riêng mình ta với đời

So calm down
Mộng mị này chỉ là quá khứ
Dư âm xưa thôi mà
Bao lâu nay ta say trong mộng
Đoạn đường này một mình
Một mình bước tiếp
Sẽ không sao, không sao mà

Yêu thêm chi con tim đớn đau
Tiếc chi người duyên đã lỡ
Tiếc được gì đâu
Vứt hết tất cả tháng năm
Đắm say mặn nồng
Vết thương lòng
Em luôn mang theo mãi thôi
Nhắc em nếu có yêu chớ yêu vội vàng",0,3869,18,10,593000,224
gChWvh6FmjA,UC5xi7kLHCZE6Osk5hPA2lHQ,RIN Music,2023-03-31 12:00:03+00:00,Thương Là Đau (RIN Music Remix) - Linh Hương Luz | Nếu Như Anh Chỉ Là Quá Khứ Sao Em Đau Lòng Remix,"Thương Là Đau (RIN Music Remix) - Linh Hương Luz | Nếu Như Anh Chỉ Là Quá Khứ Sao Em Đau Lòng Thế Chứ Remix

#thuongladau #linhhuongluz #rinmusic 

➨ Đăng ký kênh: https://www.youtube.com/channel/UC5xi7kLHCZE6Osk5hPA2lHQ?sub_confirmation=1
➨ Website: https://rinmedia.net
➨ Fanpage: https://fb.com/rinmediamusic
➨ TikTok: https://www.tiktok.com/@rinmediamusic

► Lời Việt: Thiên Tú
► Singer: Linh Hương Luz
► Link MV: https://youtu.be/kUwOC5JYaTw
► Audio: https://euphoria.club/thuongladau

▶️ More information about in Linh Hương Luz:
► Instagram: https://www.instagram.com/linhhuongluz/
► Facebook: https://www.facebook.com/linhhuongluz
► Fanpage: https://www.facebook.com/linhhuong202/
------------------------------------------
✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: contact@rinmedia.net

© Bản quyền video thuộc về RIN Music
© Copyright by RIN Media - Mee Media  ☞ Do not Reup

Lyrics:
Một ngày khi trên trời cao ngàn ánh sao lu mờ
Thì anh có nơi phương xa quay về
Một ngày nơi sa mạc kia hạt tuyết đông rơi đầy
Thì yêu thương xưa trở lại đúng không?

Tình ta xuyên màn đêm hoà cùng nỗi đau vô vọng
Thành vết cứa đang in sâu trong lòng
Hoàng hôn kia nhẹ buông từng dòng kí ức ùa về
Qua nhiều năm mà tôi… 
Còn chờ mong anh mãi

Nếu như anh chỉ là quá khứ
Sao em đau lòng thế chứ
Em như ngẩn ngơ bao đêm mong chờ
Hãy đưa em về miền kí ức
Cho tim không còn bứt dứt
Xin được yêu giống như xưa

Nếu như duyên tình này đã lỡ
Em xin muôn đời mãi nhớ
Yêu mình anh sẽ không thay lòng
Dắt em qua ngàn vạn ánh sáng
Băng qua muôn vàn nỗi nhớ
Xin hẹn anh kiếp sau gặp nhau",0,4109,7,10,593000,201
A6VC4-CpbZk,UC5xi7kLHCZE6Osk5hPA2lHQ,RIN Music,2022-12-27 12:00:09+00:00,Rồi Em Sẽ Ổn Thôi (RIN Music Remix) - Bảo Uyên x RIN9 | Vì Em Giữ Chặt Quá Nên Anh Vội Đi Mất Remix,"Rồi Em Sẽ Ổn Thôi (RIN Music Remix) - Bảo Uyên x RIN9 | Vì Em Giữ Chặt Quá Nên Anh Vội Đi Mất Remix

#RIN9 #BaoUyen #rinmusic 

➨ Đăng ký kênh: https://www.youtube.com/channel/UC5xi7kLHCZE6Osk5hPA2lHQ?sub_confirmation=1
➨ Website: https://rinmedia.net
➨ Fanpage: https://fb.com/rinmediamusic
➨ TikTok: https://www.tiktok.com/@rinmediamusic

► Composer:  RIN9
► Singer: Bảo Uyên
► Link MV: https://youtu.be/Q1vQz_fDNHA
► Audio: https://dreamer.dfan.to/RESOT

▶️ More information about Bảo Uyên:
► Facebook: https://www.facebook.com/baouyen.1605
► TikTok: https://www.tiktok.com/@baouyen.dreamer

▶️ More information about RIN9:
► Facebook: https://www.facebook.com/RIN9.official
► Instagram: https://www.instagram.com/rin9.official/

▶️ More information about DREAMeR Entertainment:
► Facebook: https://www.facebook.com/DREAMeRentertainment.vn/
► Youtube: https://www.metub.net/DREAMeREntertainment
------------------------------------------
✉ Hợp tác, quảng cáo, khiếu nại các vấn đề về bản quyền liên hệ chúng tôi qua mail: contact@rinmedia.net

© Bản quyền video thuộc về RIN Music
© Copyright by RIN Media - Mee Media  ☞ Do not Reup

Lyric:
Liệu anh còn nhớ
Những ngày đầu mình có nhau
Anh đã hứa rằng sẽ yêu em đến mãi sau
Lá thu chưa thay màu
Lời hẹn hứa đã phai quá mau
Tình yêu dẫu đậm sâu chỉ đẹp khi ban đầu

Tình yêu là thế
Khiến nhiều người hoài mải mê
Rồi đến cuối cùng chỉ nhận lại những ê chề
Lối xưa em đi về
Giờ đã không còn anh ở kế
Và em biết mình sai khi anh không trở lại

Vì em giữ chặt quá nên anh vội đi mất
Vì em trói buộc khiến yêu thương thành gánh nặng
Cũng bởi vì sợ sẽ mất anh mà làm thương tổn anh
Tình yêu em càng lớn khoảng cách ta càng xa

Giờ anh có người ở bên say tình yêu mới
Giờ em hiểu rồi sẽ buông tay để anh vui
Nỗi đau nào rồi cũng sẽ vơi
Nước mắt dẫu đang rơi
Rồi em sẽ ổn thôi, ổn thôi.",0,34293,25,10,593000,162
Po4jB-T0RAo,UCO47Jty3AsFez-lT2mI9HYg,88 Music Label,2022-08-15 12:00:25+00:00,Khói -  Tí Tách (Bleu) ft. Huỳnh Tú [Live at DRUNK ON MUSIC],"DRUNK ON MUSIC | Tí Tách (Bleu)
Download/Stream: https://88Music.lnk.to/DRUNKONMUSIC
Trình bày : Khói, Huỳnh Tú
Sáng tác :  Khói
@Khoidarealest @huynhtuofficial 
#DrunkOnMusic #Khói #HuynhTu #bleu #88ME

DRUNK ON MUSIC - Say Nhạc Trên Thung Lũng là đêm nhạc với sự kết hợp đặc biệt của Đạt G , Khói, Huỳnh Tú và Hakoota qua 12 bài hát làm nên tên tuổi của 4 nghệ sỹ.

Giám đốc âm nhạc:  @lehuuminhcomposer 
Đơn vị tổ chức: 88 Music Entertainment x Lê Jeu
Đơn vị quản lý Nghệ sỹ : 88 Music Entertainment
Đơn vị điều hành và quản lý chương trình: 88 Music Entertainment
Đơn vị cung cấp địa điểm và trang trí sân khấu: Lê Jeu - 159 Đường Triệu Việt Vương, Phường 3, Thành phố Đà Lạt, Lâm Đồng.
Thiết kế bộ nhận dạng chương trình: Trần Nguyễn Phương Tín (Pick)
Đơn vị chụp hình, quay phim, dựng phim : DaLa - Xưởng Sáng Tạo

@88 Music Entertainment
https://www.facebook.com/88MusicEntertainment.vn

© 2022 88 Music Entertainment",204,26157,7,10,102000,224
LddgD26SiFI,UCO47Jty3AsFez-lT2mI9HYg,88 Music Label,2022-08-15 12:00:11+00:00,Khói - Anh Thèm Được Ngủ ft. Đạt G (live at DRUNK ON MUSIC),"Anh Thèm Được Ngủ live at DRUNK ON MUSIC
Download/Stream: https://88Music.lnk.to/DRUNKONMUSIC
Trình bày : Khói, Đạt G
Sáng tác :  Khói
@Khoidarealest @DatGMusic 
#DrunkOnMusic #Khói #ĐạtG #AnhThemDuocNgu #88ME

DRUNK ON MUSIC - Say Nhạc Trên Thung Lũng là đêm nhạc với sự kết hợp đặc biệt của Đạt G , Khói, Huỳnh Tú và Hakoota qua 12 bài hát làm nên tên tuổi của 4 nghệ sỹ.

Giám đốc âm nhạc:  @lehuuminhcomposer 
Đơn vị tổ chức: 88 Music Entertainment x Lê Jeu
Đơn vị quản lý Nghệ sỹ : 88 Music Entertainment
Đơn vị điều hành và quản lý chương trình: 88 Music Entertainment
Đơn vị cung cấp địa điểm và trang trí sân khấu: Lê Jeu - 159 Đường Triệu Việt Vương, Phường 3, Thành phố Đà Lạt, Lâm Đồng.
Thiết kế bộ nhận dạng chương trình: Trần Nguyễn Phương Tín (Pick)
Đơn vị chụp hình, quay phim, dựng phim : DaLa - Xưởng Sáng Tạo

@88 Music Entertainment
https://www.facebook.com/88MusicEntertainment.vn

© 2022 88 Music Entertainment",795,68445,24,10,102000,157
n8TWloaG_0o,UCO47Jty3AsFez-lT2mI9HYg,88 Music Label,2023-03-26 08:54:19+00:00,Đạt G - Đừng Quên Tên Anh | Live at @tasteofTHESOUL @DatGMusic,"Đạt G - Đừng Quên Tên Anh  | Live at  #tasteofTHESOUL #DatG  
Trình bày : Đạt G
Sáng tác : Đạt G
#Dungquentenanh #88MusicEntertainment
-------
@tasteofTHESOUL  - Lovely Season
Chuỗi hành trình thưởng thức ẩm thực & âm nhạc của tâm hồn
Gem Center | 8 Nguyễn Bỉnh Khiêm, Đakao, Q.1, TP. HCM 
Đạo diễn chương trình: Linh Ta
Chịu trách nhiệm âm nhạc: Nhạc sĩ Nguyễn Thanh Bình
Ban nhạc: Mr. Bott Band
Nhóm bè: Cadillac
Mix Master: Vũ Minh
Photo & Video: Dargon
Âm thanh ánh sáng: HP Sound & Lighting
Quản lý sản xuất: Quỳnh Anh
Quản lý nghệ sĩ (Thuộc chương trình): Daniel Nguyen
------
Follow Đạt G:
Youtube:@DatGMusic 
Facebook: https://www.facebook.com/NguyenTanDatG 
Fanpage: https://www.facebook.com/music.datg 
Instagram: https://instagram.com/nguyentandat_g?...
Tiktok: https://www.tiktok.com/@dat0g?_t=8abr...

@88 Music Entertainment
https://www.facebook.com/88MusicEnter... 
Ms Trang - 094 779 0088
booking@88musicentertainment.vn
#88MusicEntertainment

© 2023 88 Music Entertainment",338,16218,22,10,102000,60
OATASVgb9d4,UCO47Jty3AsFez-lT2mI9HYg,88 Music Label,2022-08-08 13:00:19+00:00,"Hakoota -  Nỗi Buồn Rơi Dưới Gót Giày ft. Đạt G, Khói & Huỳnh Tú (live at DRUNK ON MUSIC)","Nỗi Buồn Rơi Dưới Gót Giày live at DRUNK ON MUSIC
Download/Stream: https://88Music.lnk.to/DRUNKONMUSIC
Trình bày : Hakoota - Đạt G - Khói - Huỳnh Tú
Tác giả : Hakoota
@Hakoota_Musik  @DatGMusic   @Khoidarealest  @huynhtuofficial 
#Noibuonroiduoigotgiay #Hakoota #DrunkOnMusic  #HuynhTu #Khói #DatG #HuynhTu #88ME

DRUNK ON MUSIC - Say Nhạc Trên Thung Lũng là đêm nhạc với sự kết hợp đặc biệt của Đạt G , Khói, Huỳnh Tú và Hakoota qua 12 bài hát làm nên tên tuổi của 4 nghệ sỹ.

Giám đốc âm nhạc:  @Lê Hữu Minh Official 
Đơn vị tổ chức: 88 Music Entertainment x Lê Jeu
Đơn vị quản lý Nghệ sỹ : 88 Music Entertainment
Đơn vị điều hành và quản lý chương trình: 88 Music Entertainment
Đơn vị cung cấp địa điểm và trang trí sân khấu: Lê Jeu - 159 Đường Triệu Việt Vương, Phường 3, Thành phố Đà Lạt, Lâm Đồng.
Thiết kế bộ nhận dạng chương trình: Trần Nguyễn Phương Tín (Pick)
Đơn vị chụp hình, quay phim, dựng phim : DaLa - Xưởng Sáng Tạo

@88 Music Entertainment
https://www.facebook.com/88MusicEntertainment.vn

© 2022 88 Music Entertainment",569,68187,26,10,102000,243
0XE-VZe8Noo,UCIvDiwBwDbuGX5mi31IAuaA,SML MUSIC,2022-12-15 12:00:07+00:00,Bèo Dạt Mây Trôi Remix - Mỹ Trang x VAVH Remix - Bèo Dạt Mây Trôi Chốn Xa Xôi Remix Hot TikTok,"Bèo Dạt Mây Trôi Remix - Mỹ Trang x VAVH Remix - Bèo Dạt Mây Trôi Chốn Xa Xôi Remix Hot TikTok
#beodatmaytroi #beodatmaytroiremix #VAVH #TikTok
---------------------
* Project AE: CLRĐ Studio
---------------------
* Playlist Nhạc Trẻ Remix 2022 Mới Hay Nhất Hiện Nay:
- https://bit.ly/3FJeEo5
* Playlist Nhạc Trẻ Remix Mới Hay Nhất 2021: 
- https://bit.ly/3c3XODm
* Đăng Ký Nhạc Mới: https://goo.gl/AybKTg
* Fanpage: http://bit.ly/3171YDJ
* Group Gái Xinh Mỗi Ngày: https://bit.ly/30vs8RE
---------------------
* Mọi Vấn Đề Liên Quan Đến Bản Quyền - Tác Quyền Trên Kênh SML MUSIC, Vui Lòng Liên Hệ Với Chúng Tôi Qua Email nguyenvantu.bkit@gmail.com. Xin Cảm Ơn!

* BẢN QUYỀN ÂM NHẠC THUỘC VỀ CÔNG TY BD MEDIA. CÁC CÁ NHÂN VÀ TỔ CHỨC VUI LÒNG KHÔNG REUP LẠI.
LH Bản Quyền : bdmediamusic@gmail.com
---------------------
Tag: bèo dạt mây trôi, beo dat may troi, bèo dạt mây trôi remix, beo dat may troi remix, bèo dạt mây trôi hot tiktok, VAVH, VAVH Remix, sml music
---------------------
© SML MUSIC",84,5241,11,10,422000,267
y4gDafTJpHI,UCIvDiwBwDbuGX5mi31IAuaA,SML MUSIC,2023-04-28 08:00:32+00:00,Tình Lang (Đại Mèo Remix) - YuniBoo x Diệu Kiên | Còn Lại Đây Ái Ân Bên Nhau Remix Hot TikTok,"Tình Lang (Đại Mèo Remix) - YuniBoo x Diệu Kiên | Còn Lại Đây Ái Ân Bên Nhau Remix Hot TikTok
#tinhlang #tinhlangremix #yuniboo #dieukien #smlmusic 
---------------------
* Playlist Nhạc Xuân Remix - Nhạc Tết Remix 2023 Chọn Lọc Hay Nhất:
- https://bit.ly/3YIFIO2
* Playlist Nhạc Trẻ Remix 2023 Mới Hay Nhất Hiện Nay:
- https://bit.ly/3FJeEo5
* Đăng Ký Nhạc Mới: https://goo.gl/AybKTg
* Fanpage: http://bit.ly/3171YDJ
* Group Gái Xinh Mỗi Ngày: https://bit.ly/30vs8RE
---------------------
* Tracklist:


---------------------
* Mọi Vấn Đề Liên Quan Đến Bản Quyền - Tác Quyền Trên Kênh SML MUSIC, Vui Lòng Liên Hệ Với Chúng Tôi Qua Email nguyenvantu.bkit@gmail.com. Xin Cảm Ơn!

* BẢN QUYỀN ÂM NHẠC THUỘC VỀ CÔNG TY BD MEDIA. CÁC CÁ NHÂN VÀ TỔ CHỨC VUI LÒNG KHÔNG REUP LẠI.
LH Bản Quyền : bdmediamusic@gmail.com
---------------------
Tag: tình lang, tình lang remix, yuniboo, diệu kiên, đại mèo remix, còn lại đây ái ân bên nhau, tiktok, tik tok, sml music
---------------------
© SML MUSIC",27,1317,5,10,422000,272
aU1nErd7WPA,UCIvDiwBwDbuGX5mi31IAuaA,SML MUSIC,2023-05-06 23:00:01+00:00,"Nhường Hạnh Phúc Cho Anh Remix, Ế Thì Tủi Yêu Thì Xui Remix, Nhạc Trẻ Remix 2023 Hay Nhất Hiện Nay","Nhường Hạnh Phúc Cho Anh Remix, Ế Thì Tủi Yêu Thì Xui Remix, Nhạc Trẻ Remix 2023 Hay Nhất Hiện Nay
#nonstop #vinahouse #vietmix #nhactreremix #nhactreremix2023 #nhacremix #nhacvietremix #dj #nhacsan
---------------------
* Video được quay tại FLEUR D'OR MAISON VINA- LOUNGE, HAVEN CLUB xin cảm ơn:
+ HAVEN CLUB: 
- Địa Chỉ: Số 2, Hoàng Văn Thụ, Hồng Bàng, Hải Phòng
- Hotline: 0923 63 63 63
+ FLEUR D'OR MAISON VINA- LOUNGE:
- Địa Chỉ: 50 Đinh Tiên Hoàng - Hải Phòng
- Hotline: 0936799191
---------------------
* Playlist Nhạc Xuân Remix - Nhạc Tết Remix 2023 Chọn Lọc Hay Nhất:
- https://bit.ly/3YIFIO2
* Playlist Nhạc Trẻ Remix 2023 Mới Hay Nhất Hiện Nay:
- https://bit.ly/3FJeEo5
* Đăng Ký Nhạc Mới: https://goo.gl/AybKTg
* Fanpage: http://bit.ly/3171YDJ
* Group Gái Xinh Mỗi Ngày: https://bit.ly/30vs8RE
---------------------
* Tracklist:


---------------------
* Mọi Vấn Đề Liên Quan Đến Bản Quyền - Tác Quyền Trên Kênh SML MUSIC, Vui Lòng Liên Hệ Với Chúng Tôi Qua Email nguyenvantu.bkit@gmail.com. Xin Cảm Ơn!

* BẢN QUYỀN ÂM NHẠC THUỘC VỀ CÔNG TY BD MEDIA. CÁC CÁ NHÂN VÀ TỔ CHỨC VUI LÒNG KHÔNG REUP LẠI.
LH Bản Quyền : bdmediamusic@gmail.com
---------------------
Tag: nonstop,nonstop 2023,việt mix,việt mix 2023,viet mix,viet mix 2023,nonstop việt mix,nonstop việt mix 2023,nonstop việt mix 2023 mới nhất,nonstop dj,nonstop dj 2023,dj,dj remix,dj remix 2023,dj 2023,vinahouse,vinahouse remix,vinahouse 2023 remix,nonstop dj vinahouse,nonstop vinahouse,nonstop vinahouse 2023,nonstop vinahouse 2023 remix,remix,remix 2023,remix 2023 hay nhất,nhạc việt remix,nhạc việt remix cực mạnh,nhạc remix 2023 cực mạnh,nhạc remix,nhac remix,nhạc remix 2023,nhac remix 2023,nhạc trẻ remix,nhac tre remix,nhạc trẻ remix 2023,nhac tre remix 2023,nhạc trẻ remix 2023 hay nhất hiện nay,bxh nhạc trẻ remix,nhạc trẻ,nhạc trẻ 2023,nhạc trẻ hay nhất 2023,nhạc trẻ mới nhất 2023,tik tok,edm tik tok,tik tok remix,edm,nhạc sàn,nhạc sàn 2023,nhạc sàn 2023 remix cực mạnh,nhạc sàn remix,nhạc bay phòng,nhạc sàn cực mạnh,nhạc dj,acv,acv remix,orinn,orinn remix,tuyển tập nhạc trẻ hay nhất 2023,nhạc tâm trạng,nhạc bay phòng,nhạc bay phòng 2023,nhạc bay phòng 2023 cực mạnh,cô đơn dành cho ai,co don danh cho ai day remix,co don danh cho ai day,co don danh cho ai,lk nhac tre remix 8x 9x doi dau,nhạc remix 8x 9x,nhạc sàn vũ trường gái xinh,nhac tre remix 8x 9x doi dau,nhạc trẻ vũ trường remix,nhạc trẻ 2023,nhạc trẻ,edm remix,nhạc edm,nhac remix 2023,edm,edm tiktok hay,edm tiktok hay 2023,edm remix 2023,edm tiktok 2023,nhạc trẻ remix gây nghiện,top edm remix,nhạc remix mới,edm 2023,nhac edm,edm tiktok,tiktok 2023,nhạc tiktok,remix 2023 hay nhất,edm hay,nhạc mới,nhạc trẻ remix tuyển chọn,nhạc trẻ edm,nhạc edm 2023,thì thôi remix,như một người dưng remix,thay lòng remix,câu hứa chưa vẹn tròn remix,mây đêm chờ mấy đêm remix,xem như em chẳng may remix,anh yêu vội thế remix,anh đã lạc vào remix,vui lắm nha remix,ít nhưng dài lâu remix,muốn em là remix,nặng tình hay nhẹ lòng remix,phải chia tay thôi remix,mộng kiêu sa nơi cung đình xa hoa remix,lạc chốn hồng trần remix,anh sẽ đợi remix,pháo hồng remix,em nên dừng lại remix,tiếng pháo tiễn người,bên trên tầng lầu remix,vì quá ngu si hay vì em đã yêu vội vàng remix,tòng thu remix,thuyền quyên remix,vương vấn remix,kiệu hoa remix,nhạc hot tik tok, rượu nào dành cho người say remix, con tim không đổi thay remix, sml music
---------------------
© SML MUSIC",170,20793,12,10,422000,4391
